date,sku,product,quantity_sold,current_stock,price,holiday,season,weather,day_of_week,month,is_weekend,lag_7,rolling_mean_7
2026-03-03,SHAM-400,Shampoo 400ml,36,205,198.0,0,2,Clear,1,3,0,44.0,39.57142857142857
2026-03-04,SHAM-400,Shampoo 400ml,38,205,198.0,0,2,Clear,2,3,0,43.0,38.42857142857143
2026-03-05,SHAM-400,Shampoo 400ml,29,205,198.0,0,2,Clear,3,3,0,36.0,37.714285714285715
2026-03-06,SHAM-400,Shampoo 400ml,36,205,198.0,0,2,Clear,4,3,0,33.0,36.714285714285715
2026-03-07,SHAM-400,Shampoo 400ml,29,205,198.0,0,2,Clear,5,3,1,45.0,37.142857142857146
2026-03-08,SHAM-400,Shampoo 400ml,48,205,198.0,0,2,Clear,6,3,1,50.0,34.857142857142854
2026-03-09,SHAM-400,Shampoo 400ml,43,205,198.0,0,2,Clear,0,3,0,26.0,34.57142857142857
2026-03-10,SHAM-400,Shampoo 400ml,32,205,198.0,0,2,Clear,1,3,0,36.0,37.0
2026-03-11,SHAM-400,Shampoo 400ml,36,205,198.0,0,2,Clear,2,3,0,38.0,36.42857142857143
2026-03-12,SHAM-400,Shampoo 400ml,16,205,198.0,0,2,Clear,3,3,0,29.0,36.142857142857146
2026-03-13,SHAM-400,Shampoo 400ml,24,205,198.0,0,2,Clear,4,3,0,36.0,34.285714285714285
2026-03-14,SHAM-400,Shampoo 400ml,34,205,198.0,0,2,Clear,5,3,1,29.0,32.57142857142857
2026-03-15,SHAM-400,Shampoo 400ml,34,205,198.0,1,2,Clear,6,3,1,48.0,33.285714285714285
2026-03-16,SHAM-400,Shampoo 400ml,36,205,198.0,0,2,Clear,0,3,0,43.0,31.285714285714285
2026-03-17,SHAM-400,Shampoo 400ml,45,205,198.0,0,2,Clear,1,3,0,32.0,30.285714285714285
2026-03-18,SHAM-400,Shampoo 400ml,23,205,198.0,0,2,Clear,2,3,0,36.0,32.142857142857146
2026-03-19,SHAM-400,Shampoo 400ml,25,205,198.0,0,2,Clear,3,3,0,16.0,30.285714285714285
2026-03-20,SHAM-400,Shampoo 400ml,32,205,198.0,0,2,Clear,4,3,0,24.0,31.571428571428573
2026-03-21,SHAM-400,Shampoo 400ml,45,205,198.0,0,2,Clear,5,3,1,34.0,32.714285714285715
2026-03-22,SHAM-400,Shampoo 400ml,25,205,198.0,0,2,Clear,6,3,1,34.0,34.285714285714285
2026-03-23,SHAM-400,Shampoo 400ml,31,205,198.0,0,2,Clear,0,3,0,36.0,33.0
2026-03-24,SHAM-400,Shampoo 400ml,42,205,198.0,0,2,Clear,1,3,0,45.0,32.285714285714285
2026-03-25,SHAM-400,Shampoo 400ml,18,205,198.0,0,2,Clear,2,3,0,23.0,31.857142857142858
2026-03-26,SHAM-400,Shampoo 400ml,20,205,198.0,0,2,Clear,3,3,0,25.0,31.142857142857142
2026-03-27,SHAM-400,Shampoo 400ml,26,205,198.0,0,2,Clear,4,3,0,32.0,30.428571428571427
2026-03-28,SHAM-400,Shampoo 400ml,29,205,198.0,0,2,Clear,5,3,1,45.0,29.571428571428573
2026-03-29,SHAM-400,Shampoo 400ml,38,205,198.0,0,2,Clear,6,3,1,25.0,27.285714285714285
2026-03-30,SHAM-400,Shampoo 400ml,31,205,198.0,0,2,Clear,0,3,0,31.0,29.142857142857142
2026-03-31,SHAM-400,Shampoo 400ml,17,205,198.0,0,2,Clear,1,3,0,42.0,29.142857142857142
2026-04-01,SHAM-400,Shampoo 400ml,38,205,198.0,1,2,Clear,2,4,0,18.0,25.571428571428573
2026-04-02,SHAM-400,Shampoo 400ml,26,205,198.0,0,2,Clear,3,4,0,20.0,28.428571428571427
2026-04-03,SHAM-400,Shampoo 400ml,39,205,198.0,0,2,Clear,4,4,0,26.0,29.285714285714285
2026-04-04,SHAM-400,Shampoo 400ml,29,205,198.0,0,2,Clear,5,4,1,29.0,31.142857142857142
2026-04-05,SHAM-400,Shampoo 400ml,29,205,198.0,0,2,Clear,6,4,1,38.0,31.142857142857142
2026-04-06,SHAM-400,Shampoo 400ml,34,205,198.0,0,2,Clear,0,4,0,31.0,29.857142857142858
2026-04-07,SHAM-400,Shampoo 400ml,36,205,198.0,0,2,Clear,1,4,0,17.0,30.285714285714285
2026-04-08,SHAM-400,Shampoo 400ml,34,205,198.0,0,2,Clear,2,4,0,38.0,33.0
2026-04-09,SHAM-400,Shampoo 400ml,20,205,198.0,0,2,Clear,3,4,0,26.0,32.42857142857143
2026-04-10,SHAM-400,Shampoo 400ml,36,205,198.0,0,2,Clear,4,4,0,39.0,31.571428571428573
2026-04-11,SHAM-400,Shampoo 400ml,29,205,198.0,0,2,Clear,5,4,1,29.0,31.142857142857142
2026-04-12,SHAM-400,Shampoo 400ml,38,205,198.0,0,2,Clear,6,4,1,29.0,31.142857142857142
2026-04-13,SHAM-400,Shampoo 400ml,23,205,198.0,0,2,Clear,0,4,0,34.0,32.42857142857143
2026-04-14,SHAM-400,Shampoo 400ml,37,205,198.0,0,2,Clear,1,4,0,36.0,30.857142857142858
2026-04-15,SHAM-400,Shampoo 400ml,34,205,198.0,1,2,Clear,2,4,0,34.0,31.0
2026-04-16,SHAM-400,Shampoo 400ml,25,205,198.0,0,2,Clear,3,4,0,20.0,31.0
2026-04-17,SHAM-400,Shampoo 400ml,40,205,198.0,0,2,Clear,4,4,0,36.0,31.714285714285715
2026-04-18,SHAM-400,Shampoo 400ml,41,205,198.0,0,2,Clear,5,4,1,29.0,32.285714285714285
2026-04-19,SHAM-400,Shampoo 400ml,35,205,198.0,0,2,Clear,6,4,1,38.0,34.0
2026-04-20,SHAM-400,Shampoo 400ml,46,205,198.0,0,2,Clear,0,4,0,23.0,33.57142857142857
2026-04-21,SHAM-400,Shampoo 400ml,33,205,198.0,0,2,Clear,1,4,0,37.0,36.857142857142854
2026-04-22,SHAM-400,Shampoo 400ml,37,205,198.0,0,2,Clear,2,4,0,34.0,36.285714285714285
2026-04-23,SHAM-400,Shampoo 400ml,39,205,198.0,0,2,Clear,3,4,0,25.0,36.714285714285715
2026-04-24,SHAM-400,Shampoo 400ml,33,205,198.0,0,2,Clear,4,4,0,40.0,38.714285714285715
2026-04-25,SHAM-400,Shampoo 400ml,46,205,198.0,0,2,Clear,5,4,1,41.0,37.714285714285715
2026-04-26,SHAM-400,Shampoo 400ml,39,205,198.0,0,2,Clear,6,4,1,35.0,38.42857142857143
2026-04-27,SHAM-400,Shampoo 400ml,35,205,198.0,0,2,Clear,0,4,0,46.0,39.0
2026-04-28,SHAM-400,Shampoo 400ml,48,205,198.0,0,2,Clear,1,4,0,33.0,37.42857142857143
2026-04-29,SHAM-400,Shampoo 400ml,32,205,198.0,0,2,Clear,2,4,0,37.0,39.57142857142857
2026-04-30,SHAM-400,Shampoo 400ml,22,205,198.0,0,2,Clear,3,4,0,39.0,38.857142857142854
2026-05-01,SHAM-400,Shampoo 400ml,58,205,198.0,1,2,Clear,4,5,0,33.0,36.42857142857143
2026-05-02,SHAM-400,Shampoo 400ml,62,205,198.0,0,2,Clear,5,5,1,46.0,40.0
2026-05-03,SHAM-400,Shampoo 400ml,41,205,198.0,0,2,Clear,6,5,1,39.0,42.285714285714285
2026-05-04,SHAM-400,Shampoo 400ml,26,205,198.0,0,2,Clear,0,5,0,35.0,42.57142857142857
2026-05-05,SHAM-400,Shampoo 400ml,37,205,198.0,0,2,Clear,1,5,0,48.0,41.285714285714285
2026-05-06,SHAM-400,Shampoo 400ml,38,205,198.0,0,2,Clear,2,5,0,32.0,39.714285714285715
2026-05-07,SHAM-400,Shampoo 400ml,38,205,198.0,0,2,Clear,3,5,0,22.0,40.57142857142857
2026-05-08,SHAM-400,Shampoo 400ml,32,205,198.0,0,2,Clear,4,5,0,58.0,42.857142857142854
2026-05-09,SHAM-400,Shampoo 400ml,48,205,198.0,0,2,Clear,5,5,1,62.0,39.142857142857146
2026-05-10,SHAM-400,Shampoo 400ml,48,205,198.0,0,2,Clear,6,5,1,41.0,37.142857142857146
2026-05-11,SHAM-400,Shampoo 400ml,29,205,198.0,0,2,Clear,0,5,0,26.0,38.142857142857146
2026-05-12,SHAM-400,Shampoo 400ml,44,205,198.0,0,2,Clear,1,5,0,37.0,38.57142857142857
2026-05-13,SHAM-400,Shampoo 400ml,53,205,198.0,0,2,Clear,2,5,0,38.0,39.57142857142857
2026-05-14,SHAM-400,Shampoo 400ml,40,205,198.0,0,2,Clear,3,5,0,38.0,41.714285714285715
2026-05-15,SHAM-400,Shampoo 400ml,43,205,198.0,1,2,Clear,4,5,0,32.0,42.0
2026-05-16,SHAM-400,Shampoo 400ml,42,205,198.0,0,2,Clear,5,5,1,48.0,43.57142857142857
2026-05-17,SHAM-400,Shampoo 400ml,46,205,198.0,0,2,Clear,6,5,1,48.0,42.714285714285715
2026-05-18,SHAM-400,Shampoo 400ml,25,205,198.0,0,2,Clear,0,5,0,29.0,42.42857142857143
2026-05-19,SHAM-400,Shampoo 400ml,38,205,198.0,0,2,Clear,1,5,0,44.0,41.857142857142854
2026-05-20,SHAM-400,Shampoo 400ml,34,205,198.0,0,2,Clear,2,5,0,53.0,41.0
2026-05-21,SHAM-400,Shampoo 400ml,49,205,198.0,0,2,Clear,3,5,0,40.0,38.285714285714285
2026-05-22,SHAM-400,Shampoo 400ml,35,205,198.0,0,2,Clear,4,5,0,43.0,39.57142857142857
2026-05-23,SHAM-400,Shampoo 400ml,51,205,198.0,0,2,Clear,5,5,1,42.0,38.42857142857143
2026-05-24,SHAM-400,Shampoo 400ml,32,205,198.0,0,2,Clear,6,5,1,46.0,39.714285714285715
2026-05-25,SHAM-400,Shampoo 400ml,39,205,198.0,0,2,Clear,0,5,0,25.0,37.714285714285715
2026-05-26,SHAM-400,Shampoo 400ml,37,205,198.0,0,2,Clear,1,5,0,38.0,39.714285714285715
2026-05-27,SHAM-400,Shampoo 400ml,28,205,198.0,0,2,Clear,2,5,0,34.0,39.57142857142857
2026-05-28,SHAM-400,Shampoo 400ml,35,205,198.0,0,2,Clear,3,5,0,49.0,38.714285714285715
2026-05-29,SHAM-400,Shampoo 400ml,42,205,198.0,0,2,Clear,4,5,0,35.0,36.714285714285715
2026-05-30,SHAM-400,Shampoo 400ml,35,205,198.0,0,2,Clear,5,5,1,51.0,37.714285714285715
2026-05-31,SHAM-400,Shampoo 400ml,25,205,198.0,0,2,Clear,6,5,1,32.0,35.42857142857143
2026-06-01,SHAM-400,Shampoo 400ml,38,205,198.0,1,3,Rainy,0,6,0,39.0,34.42857142857143
2026-06-02,SHAM-400,Shampoo 400ml,26,205,198.0,0,3,Rainy,1,6,0,37.0,34.285714285714285
2026-06-03,SHAM-400,Shampoo 400ml,29,205,198.0,0,3,Rainy,2,6,0,28.0,32.714285714285715
2026-06-04,SHAM-400,Shampoo 400ml,31,205,198.0,0,3,Rainy,3,6,0,35.0,32.857142857142854
2026-06-05,SHAM-400,Shampoo 400ml,19,205,198.0,0,3,Rainy,4,6,0,42.0,32.285714285714285
2026-06-06,SHAM-400,Shampoo 400ml,23,205,198.0,0,3,Rainy,5,6,1,35.0,29.0
2026-06-07,SHAM-400,Shampoo 400ml,38,205,198.0,0,3,Rainy,6,6,1,25.0,27.285714285714285
2026-06-08,SHAM-400,Shampoo 400ml,27,205,198.0,0,3,Rainy,0,6,0,38.0,29.142857142857142
2026-06-09,SHAM-400,Shampoo 400ml,13,205,198.0,0,3,Rainy,1,6,0,26.0,27.571428571428573
2026-06-10,SHAM-400,Shampoo 400ml,36,205,198.0,0,3,Rainy,2,6,0,29.0,25.714285714285715
2026-06-11,SHAM-400,Shampoo 400ml,32,205,198.0,0,3,Rainy,3,6,0,31.0,26.714285714285715
2026-06-12,SHAM-400,Shampoo 400ml,25,205,198.0,0,3,Rainy,4,6,0,19.0,26.857142857142858
2026-06-13,SHAM-400,Shampoo 400ml,25,205,198.0,0,3,Rainy,5,6,1,23.0,27.714285714285715
2026-06-14,SHAM-400,Shampoo 400ml,40,205,198.0,0,3,Rainy,6,6,1,38.0,28.0
2026-06-15,SHAM-400,Shampoo 400ml,39,205,198.0,1,3,Rainy,0,6,0,27.0,28.285714285714285
2026-06-16,SHAM-400,Shampoo 400ml,47,205,198.0,0,3,Rainy,1,6,0,13.0,30.0
2026-06-17,SHAM-400,Shampoo 400ml,34,205,198.0,0,3,Rainy,2,6,0,36.0,34.857142857142854
2026-06-18,SHAM-400,Shampoo 400ml,34,205,198.0,0,3,Rainy,3,6,0,32.0,34.57142857142857
2026-06-19,SHAM-400,Shampoo 400ml,30,205,198.0,0,3,Rainy,4,6,0,25.0,34.857142857142854
2026-06-20,SHAM-400,Shampoo 400ml,41,205,198.0,0,3,Rainy,5,6,1,25.0,35.57142857142857
2026-06-21,SHAM-400,Shampoo 400ml,40,205,198.0,0,3,Rainy,6,6,1,40.0,37.857142857142854
2026-06-22,SHAM-400,Shampoo 400ml,41,205,198.0,0,3,Rainy,0,6,0,39.0,37.857142857142854
2026-06-23,SHAM-400,Shampoo 400ml,29,205,198.0,0,3,Rainy,1,6,0,47.0,38.142857142857146
2026-06-24,SHAM-400,Shampoo 400ml,30,205,198.0,0,3,Rainy,2,6,0,34.0,35.57142857142857
2026-06-25,SHAM-400,Shampoo 400ml,30,205,198.0,0,3,Rainy,3,6,0,34.0,35.0
2026-06-26,SHAM-400,Shampoo 400ml,39,205,198.0,0,3,Rainy,4,6,0,30.0,34.42857142857143
2026-06-27,SHAM-400,Shampoo 400ml,49,205,198.0,0,3,Rainy,5,6,1,41.0,35.714285714285715
2026-06-28,SHAM-400,Shampoo 400ml,35,205,198.0,0,3,Rainy,6,6,1,40.0,36.857142857142854
2026-06-29,SHAM-400,Shampoo 400ml,32,205,198.0,0,3,Rainy,0,6,0,41.0,36.142857142857146
2026-06-30,SHAM-400,Shampoo 400ml,38,205,198.0,0,3,Rainy,1,6,0,29.0,34.857142857142854
2026-07-01,SHAM-400,Shampoo 400ml,41,205,198.0,1,3,Rainy,2,7,0,30.0,36.142857142857146
2026-07-02,SHAM-400,Shampoo 400ml,43,205,198.0,0,3,Rainy,3,7,0,30.0,37.714285714285715
2026-07-03,SHAM-400,Shampoo 400ml,21,205,198.0,0,3,Rainy,4,7,0,39.0,39.57142857142857
2026-07-04,SHAM-400,Shampoo 400ml,36,205,198.0,0,3,Rainy,5,7,1,49.0,37.0
2026-07-05,SHAM-400,Shampoo 400ml,37,205,198.0,0,3,Rainy,6,7,1,35.0,35.142857142857146
2026-07-06,SHAM-400,Shampoo 400ml,22,205,198.0,0,3,Rainy,0,7,0,32.0,35.42857142857143
2026-07-07,SHAM-400,Shampoo 400ml,32,205,198.0,0,3,Rainy,1,7,0,38.0,34.0
2026-07-08,SHAM-400,Shampoo 400ml,32,205,198.0,0,3,Rainy,2,7,0,41.0,33.142857142857146
2026-07-09,SHAM-400,Shampoo 400ml,38,205,198.0,0,3,Rainy,3,7,0,43.0,31.857142857142858
2026-07-10,SHAM-400,Shampoo 400ml,47,205,198.0,0,3,Rainy,4,7,0,21.0,31.142857142857142
2026-07-11,SHAM-400,Shampoo 400ml,43,205,198.0,0,3,Rainy,5,7,1,36.0,34.857142857142854
2026-07-12,SHAM-400,Shampoo 400ml,38,205,198.0,0,3,Rainy,6,7,1,37.0,35.857142857142854
2026-07-13,SHAM-400,Shampoo 400ml,40,205,198.0,0,3,Rainy,0,7,0,22.0,36.0
2026-07-14,SHAM-400,Shampoo 400ml,48,205,198.0,0,3,Rainy,1,7,0,32.0,38.57142857142857
2026-07-15,SHAM-400,Shampoo 400ml,41,205,198.0,1,3,Rainy,2,7,0,32.0,40.857142857142854
2026-07-16,SHAM-400,Shampoo 400ml,34,205,198.0,0,3,Rainy,3,7,0,38.0,42.142857142857146
2026-07-17,SHAM-400,Shampoo 400ml,45,205,198.0,0,3,Rainy,4,7,0,47.0,41.57142857142857
2026-07-18,SHAM-400,Shampoo 400ml,44,205,198.0,0,3,Rainy,5,7,1,43.0,41.285714285714285
2026-07-19,SHAM-400,Shampoo 400ml,51,205,198.0,0,3,Rainy,6,7,1,38.0,41.42857142857143
2026-07-20,SHAM-400,Shampoo 400ml,41,205,198.0,0,3,Rainy,0,7,0,40.0,43.285714285714285
2026-07-21,SHAM-400,Shampoo 400ml,46,205,198.0,0,3,Rainy,1,7,0,48.0,43.42857142857143
2026-07-22,SHAM-400,Shampoo 400ml,34,205,198.0,0,3,Rainy,2,7,0,41.0,43.142857142857146
2026-07-23,SHAM-400,Shampoo 400ml,41,205,198.0,0,3,Rainy,3,7,0,34.0,42.142857142857146
2026-07-24,SHAM-400,Shampoo 400ml,39,205,198.0,0,3,Rainy,4,7,0,45.0,43.142857142857146
2026-07-25,SHAM-400,Shampoo 400ml,37,205,198.0,0,3,Rainy,5,7,1,44.0,42.285714285714285
2026-07-26,SHAM-400,Shampoo 400ml,35,205,198.0,0,3,Rainy,6,7,1,51.0,41.285714285714285
2026-07-27,SHAM-400,Shampoo 400ml,45,205,198.0,0,3,Rainy,0,7,0,41.0,39.0
2026-07-28,SHAM-400,Shampoo 400ml,38,205,198.0,0,3,Rainy,1,7,0,46.0,39.57142857142857
2026-07-29,SHAM-400,Shampoo 400ml,33,205,198.0,0,3,Rainy,2,7,0,34.0,38.42857142857143
